synset_id,"synset_word",anto_quality_id,"anto_quality_word"
766,"अवनतिशील",2409,"उन्नतिशील"
765,"अवनतिकारी",790,"उन्नतिकारी"
790,"उन्नतिकारी",765,"अवनतिकारी"
788,"असत्य",12118,"सत्य"
789,"तथ्यहीन",797,"तथ्यपूर्ण"
797,"तथ्यपूर्ण",789,"तथ्यहीन"
832,"गर्वीला",834,"गर्वहीन"
832,"गर्वी",834,"गर्वहीन"
834,"निरभिमानी",2853,"अभिमानी"
834,"अनभिमानी",2853,"अभिमानी"
834,"गर्वहीन",2853,"गर्वीला"
834,"दर्पहीन",2853,"दर्पी"
834,"अदंभी",2853,"दंभी"
834,"निरहंकारी",2853,"अहंकारी"
834,"अहंकारहीन",2853,"अहंकारी"
834,"दंभहीन",2853,"दंभी"
834,"निरहंकर",2853,"अहंकारी"
835,"समृद्धिप्रद",836,"असमृद्धिप्रद"
835,"ऐश्वर्यप्रद",836,"अनैश्वर्यप्रद"
836,"असमृद्धिप्रद",835,"समृद्धिप्रद"
836,"अनैश्वर्यप्रद",835,"ऐश्वर्यप्रद"
867,"बाह्य",2098,"आंतरिक"
866,"कृतघ्न",1161,"कृतज्ञ"
866,"अहसानफ़रामोश",1161,"एहसानमंद"
866,"अकृतज्ञ",1161,"कृतज्ञ"
869,"दूरस्थ",2100,"निकटस्थ"
870,"इहलौकिक",871,"पारलौकिक"
870,"सांसारिक",871,"परलौकिक"
870,"लौकिक",871,"अलौकिक"
872,"अपारिवारिक",2101,"पारिवारिक"
872,"अपरिवारीय",2101,"परिवारीय"
874,"अंतर्देशीय",2104,"अंतरराष्ट्रीय"
874,"अंतर्देशीय",873,"अंतरप्रदेशीय"
892,"समक्ष",2112,"असमक्ष"
893,"अनावृत्त",2113,"आवृत्त"
898,"अनिषिद्ध",899,"निषिद्ध"
899,"निषिद्ध",898,"अनिषिद्ध"
899,"वर्जित",898,"अवर्जित"
919,"विचलित",918,"अविचलित"
918,"अविचलित",919,"विचलित"
936,"समाप्य",2137,"असमाप्य"
937,"सीमांकित",939,"असीमांकित"
938,"ससीम",2138,"असीम"
939,"असीमांकित",937,"सीमांकित"
940,"निवासी",941,"अनिवासी"
959,"आनुवंशिक",960,"अनानुवंशिक"
960,"अनानुवंशिक",959,"आनुवंशिक"
970,"उत्तेजक",969,"प्रशामक"
969,"प्रशामक",970,"उत्तेजक"
983,"दृष्टियुक्त",2160,"दृष्टिहीन"
981,"अप्राकृतिक",1132,"प्राकृतिक"
1039,"अस्वाभिमानी",4700,"स्वाभिमानी"
1049,"निष्ठाहीन",114,"निष्ठावान"
1087,"अवरोधपूर्ण",2212,"अवरोधहीन"
1088,"कंटकयुक्त",2213,"कंटकहीन"
1095,"कथनीय",2219,"अकथनीय"
1095,"कथ्य",2219,"अकथ्य"
1095,"वाच्य",2219,"अवाच्य"
1095,"वक्तव्य",2219,"अवक्तव्य"
1096,"वर्णनीय",2220,"अवर्णनीय"
1105,"कर्ता",2227,"अकर्ता"
1107,"अनथका",1126,"थका"
1108,"प्रयासशील",30560,"अप्रयासशील"
1108,"प्रयत्नशील",30560,"अप्रयत्नशील"
1108,"प्रयासी",30560,"अप्रयासी"
1108,"प्रयत्नी",30560,"अप्रयत्नी"
1108,"प्रयत्नवान",30560,"अप्रयत्नवान"
1108,"उद्यमी",30560,"अउद्यमी"
1108,"उद्यमशील",30560,"अउद्यमशील"
1108,"उद्योगी",30560,"अउद्योगी"
1109,"अपराधशील",2932,"अपराधहीन"
1110,"प्रारब्धवादी",4146,"कर्तृत्ववादी"
1112,"कपोल कल्पित",3210,"यथार्थ"
1113,"अपरिपूर्ण",2235,"परिपूर्ण"
1115,"प्रत्याशित",2237,"अप्रत्याशित"
1115,"प्रत्याशित",2237,"प्रत्याशातीत"
1115,"आशानुकूल",2237,"आशातीत"
1126,"थका",1107,"अनथका"
1128,"इच्छापूर्ण",2250,"इच्छाहीन"
1130,"लाभप्रद",1133,"हानिप्रद"
1130,"लाभप्रद",2255,"लाभहीन"
1132,"प्राकृतिक",981,"अप्राकृतिक"
1133,"हानिप्रद",1130,"लाभप्रद"
1139,"गणनीय",2280,"अगणनीय"
1139,"गण्य",2280,"अगण्य"
1140,"धनाढ्य",2265,"निर्धन"
1140,"धनी",2265,"निर्धन"
1140,"अमीर",2265,"गरीब"
1140,"समृद्ध",2265,"असमृद्ध"
1140,"संपन्न",2265,"असंपन्न"
1143,"जातीय",1122,"विजातीय"
1122,"विजातीय",192,"सजातीय"
1156,"सौभाग्यशाली",2279,"दुर्भाग्यशाली"
1157,"कृत",2281,"अकृत"
1159,"पक्व",2283,"अपक्व"
1160,"रचित",2284,"अरचित"
1161,"कृतज्ञ",866,"अकृतज्ञ"
1161,"कृतज्ञ",866,"कृतघ्न"
1161,"एहसानमंद",866,"एहसानफ़रामोश"
1164,"अस्वाभाविक",2288,"स्वाभाविक"
1158,"मेघहीन",7123,"मेघाच्छन्न"
1163,"अलंकृत",2286,"अनलंकृत"
1168,"मिलनसार",1169,"अमिलनसार"
1169,"अमिलनसार",1168,"मिलनसार"
1171,"मित्रवान्",2295,"मित्रहीन"
1177,"गतिशील",2422,"गतिहीन"
1177,"चल",2422,"अचल"
1177,"अस्थिर",2422,"स्थिर"
1180,"अपठनीय",2304,"पठनीय"
1180,"अपठ्य",2304,"पठ्य"
1180,"अपाठ्य",2304,"पाठ्य"
1181,"अवेध्य",1167,"वेध्य"
1167,"वेध्य",1181,"अवेध्य"
1189,"आहत",2312,"अनाहत"
1190,"अचरितार्थ",3846,"चरितार्थ"
1193,"परिवर्तनशील",2316,"अपरिवर्तनशील"
1228,"आहार्य",2334,"अनाहार्य"
1228,"खाद्य",2334,"अखाद्य"
1228,"भोज्य",2334,"अभोज्य"
1228,"ग्राह्य",2334,"अग्राह्य"
1228,"भक्ष्य",2334,"अभक्ष्य"
1247,"गम्य",2347,"अगम्य"
1248,"प्रवेश्य",2348,"अप्रवेश्य"
1254,"ज्ञेय",2351,"अज्ञेय"
1255,"उपलब्ध",2352,"अनुपलब्ध"
1259,"पश्च",2358,"अग्र"
1266,"प्रतिगामी",2405,"पुरोगामी"
1284,"उद्यमहीन",4147,"उद्यमी"
1284,"पुरुषार्थहीन",4147,"पुरुषार्थी"
1284,"अपरिश्रमी",4147,"परिश्रमी"
1288,"प्रशिक्षित",1445,"अप्रशिक्षित"
1445,"अप्रशिक्षित",1288,"प्रशिक्षित"
1289,"भारी",2382,"हलका"
1291,"आवासित",516,"निरावासित"
1291,"आबाद",516,"ग़ैर आबाद"
1291,"बसा हुआ",516,"उजड़ा"
1324,"विश्वासी",1323,"अविश्वासी"
1323,"अविश्वासी",1324,"विश्वासी"
1326,"देय",6803,"आदेय"
1327,"संभव",2414,"असंभव"
1328,"सघन",2415,"विरल"
1328,"सघन",2415,"असघन"
1329,"पुण्यात्मा",2417,"पापी"
1329,"पुण्य कर्ता",2417,"पापी"
1331,"चंचल",2420,"अचंचल"
1334,"असंयमी",2423,"संयमी"
1339,"तेजोमंडित",1338,"तेजहीन"
1338,"तेजहीन",1339,"तेजपूर्ण"
1346,"निपुण",22,"अनिपुण"
1348,"इच्छित",2434,"अनिच्छित"
1350,"विचारणीय",2436,"अविचारणीय"
1352,"अनुपेक्षित",2438,"उपेक्षित"
1353,"उद्विग्न",2439,"निरुद्विग्न"
1362,"प्रगत",1322,"प्रतिगत"
1322,"प्रतिगत",1362,"प्रगत"
1361,"पुरोगत",1322,"प्रतिगत"
1363,"अवनत",2450,"उन्नत"
1363,"पतित",14979,"अपतित"
1364,"दुष्कर्मी",2924,"सत्कर्मी"
1365,"खरा",1360,"खोटा"
1360,"अशुद्ध",1365,"शुद्ध"
1367,"नापसंद",2455,"पसंदीदा"
1400,"जेय",2481,"अजेय"
1401,"जर्जर",2482,"अजर्जर"
1401,"जीर्ण",2482,"अजीर्ण"
895,"व्यापक",3094,"संकीर्ण"
1121,"प्रयोजनतः",2244,"प्रयोजनहीनतः"
1414,"ज्ञात",2489,"अज्ञात"
1415,"परिचित",2490,"अपरिचित"
1417,"जिज्ञासाहीन",3797,"जिज्ञासु"
1417,"अजिज्ञासु",3797,"जिज्ञासु"
1417,"अनुत्सुक",3797,"उत्सुक"
1417,"निरुत्सुक",3797,"उत्सुक"
1418,"असंदिग्ध",2495,"संदिग्ध"
1426,"म्लान",2503,"अम्लान"
1430,"व्यवहार कुशल",2506,"व्यवहार अकुशल"
1444,"विवेकी",2516,"अविवेकी"
1446,"बुद्धिमान",27,"मूर्ख"
1450,"स्पष्ट",2521,"अस्पष्ट"
1478,"सहज",11241,"असहज"
1478,"आसान",11241,"कठिन"
1478,"सरल",11241,"कठिन"
1477,"दुविधाहीन",1481,"दुविधाजनक"
1477,"दुबिधाहीन",1481,"दुबिधाजनक"
1477,"संशयहीन",1481,"संशयात्मक"
1482,"कर्तृत्व अधीन",2550,"प्रारब्धाधीन"
1523,"श्लील",3186,"अश्लील"
1568,"अनतिक्रमित",2607,"अतिक्रमित"
1573,"मितव्ययी",1569,"अपव्ययी"
1573,"किफ़ायती",1569,"फ़िज़ूलखर्ची"
1573,"किफायती",1569,"फिजूलखर्ची"
1569,"अपव्ययी",1573,"मितव्ययी"
1591,"एकवर्षी",2874,"बहुवर्षी"
1598,"तुलनीय",2631,"अतुलनीय"
1605,"न्यायपूर्ण",1599,"न्यायहीन"
1599,"न्यायहीन",1605,"न्यायपूर्ण"
1606,"अहिंसक",2642,"हिंसक"
1610,"पलायनशील",1611,"अपलायनशील"
1611,"जुझारू",1610,"भगेड़ू"
1611,"अपलायनशील",1610,"पलायनशील"
1657,"अवलोकित",2681,"अनवलोकित"
1560,"तर्कगम्य",2600,"तर्कागम्य"
1650,"अन्याय विषयक",2674,"न्याय विषयक"
1656,"दूरदर्शी",2679,"अदूरदर्शी"
1672,"सज्जन",2701,"दुर्जन"
1670,"दुराशय",6565,"सदाशय"
6565,"सदाशय",1670,"दुराशय"
1674,"लज्जाशील",2703,"लज्जाहीन"
1675,"सुशील",1676,"दुश्शील"
1676,"दुश्शील",1675,"सुशील"
1725,"कुपात्र",2744,"सुपात्र"
1729,"अस्थिरचित्त",2748,"स्थिरचित्त"
1729,"अशांत",2748,"शांत"
1729,"चंचल",2748,"अचंचल"
1763,"अनुत्तरदायी",2774,"उत्तरदायी"
1775,"समाप्त",2788,"असमाप्त"
1773,"पुष्पित",2786,"अपुष्पित"
1795,"विद्वान",27,"मूर्ख"
1796,"ध्यानहीन",2806,"ध्यानी"
1809,"अवनमित",2825,"अनमित"
1816,"असमान",2832,"समान"
1817,"साक्षर",2517,"निरक्षर"
1817,"पढ़ा-लिखा",2517,"अनपढ़"
1817,"शिक्षित",2517,"अशिक्षित"
1822,"पक्षधर",2837,"तटस्थ"
1828,"इच्छुक",2844,"अनिच्छुक"
1834,"सामंजस्यपूर्ण",2849,"सामंजस्यहीन"
1835,"अल्पमूल्य",2850,"बहुमूल्य"
1837,"नम्य",2852,"अनम्य"
1837,"लचीला",2852,"कठोर"
1837,"नमनीय",2852,"अनमनीय"
1838,"सुलक्षण",31127,"कुलक्षण"
1838,"सुलक्षन",31127,"कुलक्षन"
1838,"सुलक्ष",31127,"कुलक्ष"
1838,"सुलच्छन",31127,"कुलच्छन"
1840,"रसदार",2856,"रसहीन"
1840,"रसपूर्ण",2856,"रसहीन"
1840,"सरस",2856,"नीरस"
1844,"विचारपूर्ण",2859,"विचारहीन"
1848,"श्रुत",2866,"अश्रुत"
1849,"ईर्ष्यापूर्ण",2867,"ईर्ष्याहीन"
1849,"द्वेषपूर्ण",2867,"द्वेषहीन"
1849,"सासूय",2867,"अनसूय"
1853,"घटनीय",2871,"अघटनीय"
1810,"अधिकारपूर्ण",767,"अधिकारहीन"
1813,"दमन कर्ता",1808,"दमित"
1847,"मृत्युकारी",1823,"जीवनदायी"
1823,"जीवनदायी",1847,"मृत्युकारी"
1781,"मानव चालित",1782,"यंत्र चालित"
1782,"यंत्र चालित",1781,"मानव चालित"
1772,"अनगढ़",1805,"गढ़ा"
1806,"परिष्कृत",2822,"अपरिष्कृत"
1915,"ईमानदार",5295,"बेईमान"
1916,"पवित्र",1777,"अपवित्र"
1916,"पावन",1777,"अपावन"
1916,"पुण्य",1777,"अपुण्य"
1916,"शुद्ध",1777,"अशुद्ध"
1916,"पाक",1777,"नापाक"
1917,"पापहीन",2417,"पापी"
2382,"हलका",1289,"भारी"
2932,"अपराधहीन",172,"अपराधी"
2932,"निरपराधी",172,"अपराधी"
2932,"निर्दोष",172,"दोषी"
2932,"बेगुनाह",172,"गुनाहगार"
2932,"बेक़सूर",172,"क़सूरवार"
2945,"अक्रोधी",3745,"क्रोधी"
2945,"क्रोधहीन",3745,"क्रोधी"
3028,"दुःखद",3002,"सुखद"
3028,"दुखदायी",3002,"सुखदायी"
3028,"दुखप्रद",3002,"सुखप्रद"
1777,"अपवित्र",1916,"पवित्र"
1777,"अपावन",1916,"पावन"
1777,"अपुण्य",1916,"पुण्य"
1777,"अशुद्ध",1916,"शुद्ध"
1777,"नापाक",1916,"पाक"
1944,"अलिपिबद्ध",1946,"लिपिबद्ध"
2005,"स्वीकृत",550,"अस्वीकृत"
2005,"सहमति प्राप्त",550,"सहमति अप्राप्त"
2007,"स्वीकृत",3269,"अस्वीकृत"
2033,"आपका",163,"मेरा"
1213,"प्रियभाषी",1225,"अप्रियभाषी"
1225,"अप्रियभाषी",1213,"प्रियभाषी"
1332,"सींगदार",1333,"सींगहीन"
1332,"शृंगयुक्त",1333,"शृंगहीन"
1333,"सींगहीन",1332,"सींगदार"
1330,"शाखायुक्त",5793,"शाखाहीन"
1330,"प्रशाखित",5793,"अशाखित"
1357,"जुगुप्सु",1356,"स्नेही"
1420,"सच्चरित्रा",13177,"दुश्चरित्रा"
1420,"चरित्रवती",13177,"दुश्चरिता"
1420,"शीलवती",13177,"शीलहीना"
1420,"सदाचारिणी",13177,"दुराचारिणी"
1420,"साध्वी",13177,"पतिता"
1469,"घटित",2282,"अघटित"
1479,"बासी",6375,"ताज़ा"
1479,"बसिया",6375,"टटका"
1487,"छिद्रयुक्त",5809,"छिद्रहीन"
1488,"दुर्गंधपूर्ण",4714,"सुगंधपूर्ण"
1489,"स्वादयुक्त",1490,"स्वादहीन"
1490,"स्वादहीन",1489,"स्वादयुक्त"
2045,"चित",6621,"पट"
2062,"अंडज",747,"जरायुज"
747,"जरायुज",2062,"अंडज"
2082,"अतकनीकी",2081,"तकनीकी"
2081,"तकनीकी",2082,"अतकनीकी"
2084,"मंचनीय",1512,"अमंचनीय"
1512,"अमंचनीय",2084,"मंचनीय"
1512,"अमंच्य",2084,"मंच्य"
2098,"आंतरिक",867,"बाह्य"
2100,"निकटस्थ",869,"दूरस्थ"
2101,"पारिवारिक",872,"अपारिवारिक"
1721,"अविलुप्त",2114,"विलुप्त"
1724,"बहिर्वासी",2139,"अंतरवासी"
930,"वासी",941,"अवासी"
1667,"प्रकाशपूर्ण",2175,"अंधकारपूर्ण"
2221,"गोपनीय",1097,"अगोपनीय"
1607,"इंद्रिययुक्त",2224,"इंद्रियहीन"
2227,"अकर्ता",1105,"कर्ता"
2229,"अभोग्य",1513,"भोग्य"
1514,"समय अपालक",665,"समय पालक"
1608,"खंडनीय",2247,"अखंडनीय"
1612,"अकाट्य",2365,"काट्य"
2365,"काट्य",1612,"अकाट्य"
2250,"इच्छाहीन",1128,"इच्छापूर्ण"
2251,"कामहीन",2700,"कामुक"
2252,"अशरीरी",2001,"शरीरी"
2252,"अशरीरी",2001,"शरीरी"
2267,"जातिहीन",1148,"जातियुक्त"
1148,"जातियुक्त",2267,"जातिहीन"
2281,"अकृत",1157,"कृत"
2282,"अघटित",1469,"घटित"
2283,"अपक्व",1159,"पक्व"
2284,"अरचित",1160,"रचित"
1515,"कपटपूर्ण",2287,"कपटहीन"
1515,"छद्मपूर्ण",2287,"छद्महीन"
1165,"बहिर्मुखी",2289,"अंतरामुखी"
1165,"बहिरभिमुखी",2289,"अंतराभिमुखी"
1463,"महत्वाकांक्षी",2930,"अमहत्वाकांक्षी"
1465,"सत्कृत",1466,"असत्कृत"
1466,"असत्कृत",1465,"सत्कृत"
1196,"अल्पायु",3668,"दीर्घायु"
2301,"गतिहीन",1177,"गतिशील"
2301,"गतिहीन",1177,"गतिपूर्ण"
2301,"स्थिर",1177,"चालू"
2303,"दयालु",2641,"निर्दयी"
2304,"पठनीय",1180,"अपठनीय"
2304,"पाठ्य",1180,"अपाठ्य"
2304,"पठ्य",1180,"अपठ्य"
2305,"बोध्य",23054,"अबोध्य"
2305,"बोधगम्य",23054,"अबोधगम्य"
2326,"अभक्त",22155,"भक्त"
2327,"अपराजित",3196,"पराजित"
2327,"अपरास्त",3196,"परास्त"
2327,"अविजित",11228,"विजित"
2337,"पूर्णांशिक",3594,"अपूर्णांशिक"
2341,"अचल",5080,"सचल"
2341,"स्थावर",5080,"जंगम"
942,"आवासयुक्त",2384,"आवासहीन"
2405,"अग्रगामी",1266,"पश्चगामी"
2416,"तृप्त",2633,"अतृप्त"
2416,"संतुष्ट",2633,"असंतुष्ट"
2420,"अचंचल",1331,"चंचल"
2420,"अचपल",1331,"चपल"
2421,"धैर्यशील",2782,"धैर्यहीन"
2422,"स्थिर",1177,"अस्थिर"
2422,"निश्चल",1177,"चल"
2422,"अचल",1177,"चल"
2422,"गतिहीन",1177,"गतिशील"
2423,"संयमी",1334,"असंयमी"
2506,"व्यवहार अकुशल",1430,"व्यवहार कुशल"
847,"निद्रित",2595,"जाग्रत"
2597,"शीतल",1555,"गरम"
2597,"अनुष्ण",1555,"उष्ण"
2630,"अतुकांत",1172,"तुकांत"
1172,"तुकांत",2630,"अतुकांत"
2631,"अतुलनीय",1598,"तुलनीय"
2631,"अतुल्य",1598,"तुल्य"
1173,"कराधीन",2651,"करमुक्त"
3469,"सामूहिक",166,"वैयक्तिक"
3469,"सार्वजनिक",166,"निजी"
2756,"रथ आरूढ़",2983,"रथहीन"
2756,"रथी",2983,"अरथी"
2798,"दृश्यमान",2680,"अदृश्यमान"
2798,"दृश्य",2680,"अदृश्य"
2798,"दृष्टिगोचर",2680,"अदृष्टिगोचर"
1680,"उच्च",4244,"निम्न"
1680,"ऊँचा",4244,"नीचा"
1680,"उन्नत",4244,"अनुन्नत"
1680,"ऊर्ध्व",4244,"अनूर्ध्व"
1820,"संबंधित",2836,"असंबंधित"
2473,"प्रासंगिक",2858,"अप्रासंगिक"
2867,"ईर्ष्याहीन",1849,"ईर्ष्यापूर्ण"
2867,"द्वेषहीन",1849,"द्वेषपूर्ण"
2867,"अनसूय",1849,"सासूय"
2874,"बहुवर्षी",1591,"एकवर्षी"
2930,"अमहत्वाकांक्षी",1463,"महत्वाकांक्षी"
2949,"प्रसन्न",2946,"अप्रसन्न"
2949,"प्रसन्न",2946,"नाराज़"
2949,"ख़ुश",2946,"नाख़ुश"
2949,"तुष्ट",2946,"रुष्ट"
2946,"अप्रसन्न",2949,"प्रसन्न"
2946,"नाख़ुश",2949,"ख़ुश"
2946,"नाराज़",2949,"ख़ुश"
2946,"रुष्ट",2949,"तुष्ट"
2989,"अनभ्यस्त",3013,"अभ्यस्त"
3164,"उपेक्ष्य",3481,"सम्माननीय"
3164,"उपेक्षणीय",3481,"सम्माननीय"
3166,"दैवी",518,"मानवीय"
3168,"अभौतिक",7470,"भौतिक"
3169,"सशुल्क",2976,"निश्शुल्क"
2149,"अवैज्ञानिक",2141,"वैज्ञानिक"
3206,"निम्न कुलीन",3207,"उच्च कुलीन"
3206,"निम्न वंशीय",3207,"उच्च वंशीय"
3208,"सफल",3195,"असफल"
3208,"क़ामयाब",3195,"नाकामयाब"
3256,"क्षमतावान",3255,"क्षमताहीन"
3256,"सक्षम",3255,"अक्षम"
3341,"दानी",3950,"कंजूस"
3341,"दाता",3950,"कृपण"
3341,"दानी",3950,"सूम"
3407,"सुविधाजनक",4227,"असुविधाजनक"
3407,"सुविधापूर्ण",4227,"असुविधापूर्ण"
3478,"सुखी",3371,"दूखी"
3478,"सुखिया",3371,"दुखिया"
3521,"दृढ़मतहीन",4000,"दृढ़मतपूर्ण"
3522,"चिकित्स्य",3214,"अचिकित्स्य"
3522,"साध्य",3214,"असाध्य"
3571,"प्रशंसक",3573,"निंदक"
3636,"प्रतिकूल",579,"अनुकूल"
3636,"विरुद्ध",579,"अविरुद्ध"
3636,"खिलाफ",579,"माफ़िक"
3661,"गौरवपूर्ण",3465,"गौरवहीन"
3661,"गरिमापूर्ण",3465,"गरिमाहीन"
3682,"निवार्य",2248,"अनिवार्य"
3683,"अनावश्यक",1092,"आवश्यक"
3683,"ग़ैरज़रूरी",1092,"ज़रूरी"
3684,"महत्वहीन",3595,"महत्वपूर्ण"
3701,"आरक्षित",980,"अनारक्षित"
3711,"कुरूप",3026,"सुंदर"
3711,"बदसूरत",3026,"ख़ूबसूरत"
3712,"कुविन्यस्त",3704,"सुविन्यस्त"
3758,"निरस्त",3561,"पारित"
3760,"मित्रतापूर्ण",717,"शत्रुतापूर्ण"
3760,"दोस्ताना",717,"दुश्मनाना"
3760,"मैत्रीपूर्ण",717,"वैरपूर्ण"
3775,"बीस",10716,"उन्नीस"
3797,"जिज्ञासु",1417,"अजिज्ञासु"
3797,"उत्सुक",1417,"अनुत्सुक"
3797,"जिज्ञासु",1417,"जिज्ञासाहीन"
3797,"उत्सुक",1417,"निरुत्सुक"
3801,"शोधित",179,"अशोधित"
3809,"स्वार्थहीन",530,"स्वार्थी"
3809,"निःस्वार्थी",530,"स्वार्थी"
3838,"उपजाऊ",6704,"अनउपजाऊ"
3838,"उर्वर",6704,"अनुर्वर"
3950,"कंजूस",3341,"दानी"
3950,"कृपण",3341,"दानी"
3950,"अनुदार",3341,"उदार"
3950,"सूम",3341,"दानी"
3950,"तंगदिल",3341,"दरियादिल"
3930,"ऐसा",10812,"वैसा"
3949,"ठाँठ",6191,"दुधारू"
3949,"ठंठी",6191,"दुधार"
6191,"दुधारू",3949,"ठाँठ"
6191,"दुधार",3949,"ठंठी"
3642,"आबद्ध",3353,"मुक्त"
3642,"निबद्ध",3353,"खुला"
3642,"बद्ध",3353,"उन्मुक्त"
3992,"कटुभाषी",9794,"मृदुभाषी"
3993,"कड़वा",7523,"मीठा"
3993,"कटु",7523,"मधुर"
3993,"कटुक",7523,"मिष्ट"
3999,"असहिष्णु",3807,"सहिष्णु"
3999,"असहनशील",3807,"सहनशील"
3807,"सहिष्णु",3999,"असहिष्णु"
3807,"सहनशील",3999,"असहनशील"
4000,"दृढ़मतपूर्ण",3521,"दृढ़मतहीन"
4002,"असह्य",3391,"सह्य"
4002,"असहनीय",3391,"सहनीय"
3391,"सह्य",4002,"असह्य"
3391,"सहनीय",4002,"असहनीय"
4005,"दुर्लभ",2721,"सुलभ"
4005,"दुष्प्राप्य",2721,"सुप्राप्य"
4009,"कठोर",4524,"कोमल"
4009,"अस्निग्ध",4524,"स्निग्ध"
4009,"कर्कश",4524,"नरम"
4010,"कड़ा",6382,"नरम"
4010,"कड़क",6382,"मुलायम"
4016,"कठोर व्यवहारी",4528,"नम्र व्यवहारी"
4016,"सख़्त",4528,"विनम्र"
4017,"कठोरहृदय",4526,"कोमलहृदय"
4020,"शक्तिशाली",6203,"शक्तिहीन"
4020,"शक्तिपूर्ण",6203,"शक्तिहीन"
4020,"बलशाली",6203,"बलहीन"
4020,"सबल",6203,"दुर्बल"
4021,"शुष्क",4913,"तर"
4021,"अनार्द्र",4913,"आर्द्र"
4021,"सूखा",4913,"नम"
4021,"सूखा",4913,"गीला"
4022,"दृढ़",7428,"अदृढ़"
4022,"पक्का",7428,"कच्चा"
4022,"मज़बूत",7428,"कमज़ोर"
4041,"अभिव्यक्त",15184,"अव्यक्त"
4041,"प्रकट",15184,"अप्रकट"
4041,"प्रगट",15184,"अप्रगट"
4041,"व्यक्त",15184,"अव्यक्त"
4056,"कुटिल",3102,"सरल"
4138,"खुरदुरा",8763,"चिकना"
